"nacimiento","genero","industria","sector","nucleo","em_fom_remoto","em_fom_camb_remoto","t_dez_remoto","t_casa","t_familia","t_remoto_3meses","t_pref_remoto_3meses","h_trabajo_remoto"
"1990","1","11","36","7","5","5","0","3","4","0.5","0.5","9"
"1989","1","18","25","2","4","4","0","2","5","0.5","0.8","10"
"1987","1","10","22","1","1","2","5","8","2","0.5","0.2","6"
"1982","1","13","22","5","4","4","1","2","4","1","1","10"
"2000","2","6","25","5","1","3","3","3","4","0.5","0.5","6"
"1990","2","2","5","2","3","3","0","2","3.5","1","1","8.5"
"1988","1","8","23","5","4","4","4","3","2","0.4","0.5","10"
"1964","1","15","22","1","1","1","1","3","5","0.2","0.2","10"
"1978","1","10","11","1","2","4","1","5","5","0.2","0.2","6"
"1978","1","10","11","1","4","4","1","5","5","0.2","0.5","6"
"1980","1","10","22","5","4","4","2","10","5","1","1","5"
"1999","1","8","25","4","2","2","3","3","5","0.6","0.5","3"
"1972","1","8","5","1","2","2","0.5","3.5","3","1","1","9"
"1980","1","13","22","1","4","4","4","4","2","1","1","8"
"1979","1","10","8","1","2","4","5","4","5","1","1","5"
"1985","1","8","31","1","2","1","0.5","2","5.5","1","1","8"
"1997","2","5","22","2","4","2","1","2","3","0.3","0.3","8"
"1986","1","14","31","1","1","2","0","4","2","0.6","0.5","10"
"1985","2","9","33","7","2","4","2","3","8","0.5","0.5","6"
"1976","1","13","25","1","4","4","7","5","0","0.3","0.4","7"
"1991","1","14","25","1","4","2","1","4","3","0.5","0.5","8"
"1979","2","14","28","2","5","3","0.5","2","4.5","1","0.8","9"
"1990","1","6","25","1","4","4","5","5","5","0.5","0.5","5"
"1989","1","11","25","2","4","2","1","3","4","0.7","0.5","8"
"1996","2","16","24","1","3","2","1","2","5","0.4","0.4","7"
"1973","1","8","22","1","4","4","1","4","3","0.3","0.4","10"
"1999","2","3","22","2","1","2","5","8","3","0.05","0.3","6"
"1981","2","5","24","1","2","4","1","4","4","0.6","0.2","8"
"1980","1","8","23","1","2","2","1","5","6","0.3","0.4","3"
"1986","1","10","22","6","4","4","4","6","2","0.4","0.4","6"
"1989","2","13","25","1","1","2","0","4","4","0.05","0.5","8"
"1995","1","19","22","1","2","1","3","3","3","0.3","0.4","8"
"1961","1","19","25","2","1","1","0","8","4","0.9","0.9","4"
"1983","2","5","29","1","1","1","2","3","3","0.2","0.4","8"
"1962","2","17","28","1","2","4","16","3","1","0.5","0.9","3"
"1976","2","17","22","7","5","3","1.5","1","2.5","0.05","0.05","12"
"1957","2","1","22","2","1","2","0","4","6","0.5","0.8","6"
"1981","1","5","22","1","2","4","8","2","3","0.8","0.9","3"
"1995","1","5","37","2","1","1","0","2","5","0.5","0.5","10"
"2002","2","6","35","7","2","1","3","3","3","0.2","0.3","8"
"1994","2","18","2","5","5","5","0","3","4","0.6","0.5","8"
"1991","2","11","22","2","4","4","2","1","3","1","1","8"
"1986","2","13","41","2","1","1","1","4","5","1","1","5"
"1957","2","6","29","2","2","2","0","4","4","0.4","0.3","8"
"1988","2","8","27","2","5","5","0","3","4","1","1","9"
"1972","1","6","22","4","3","3","1","2","4","0.5","0.5","11"
"1980","1","14","25","1","5","3","0","4","4","0.05","0.2","8"
"1998","2","3","23","7","1","4","4","5","5","0.2","0.4","3"
"1997","2","5","25","5","2","2","1","5","4","0.2","0.2","6"
"1979","1","13","27","1","4","2","3","3","2","0.2","0.2","7"
"1977","1","11","22","1","2","2","3","2","7","0.1","0.3","6"
"1974","1","8","25","1","1","1","0","3","5","0.6","0.5","8"
"1990","1","14","25","2","1","1","3","2","3","0.3","0.3","8"
"1990","2","4","20","4","2","1","1","5","3","0.8","0.05","8"
"1984","1","8","27","2","4","2","3","5","5","0.5","0.4","4"
"1977","1","10","22","1","2","4","5","4","7","0.2","0.2","4"
"1982","1","5","22","1","5","1","0","0","24","0.5","0.4","0"
"1983","2","8","25","1","2","1","0","4","4","0.6","0.5","8"
"1974","1","15","25","2","2","2","0","4","4","1","0.4","8"
"1992","2","7","14","2","1","1","4","2","4","0.4","0.4","4"
"2002","2","1","22","1","3","3","10","1","1","0.05","0.2","10"
"1992","1","11","37","1","1","3","5","5","5","0.2","0.1","5"
"1993","1","8","33","1","1","2","6","3","2","0.4","0.4","7"
"1995","2","10","3","4","2","1","0","6","2","0.4","0.6","10"
"2001","2","12","25","7","2","2","5","5","5","0.2","0.2","5"
"1978","2","19","25","1","1","2","2","3","3","0.1","0.1","8"
"2000","1","5","19","1","3","1","4","2","6","0.1","0.2","6"
"1978","1","14","25","1","3","1","0","4","4","0.9","0.5","8"
"1966","1","19","22","1","3","3","0","2","5","0.5","0.8","9"
"1962","1","5","25","6","3","4","0.5","3","2","0.9","0.6","10"
"1977","2","19","3","5","1","1","5","5","5","0.5","0.5","5"
"1985","1","17","22","1","2","2","2","2","6","0.8","0.7","8"
"1959","1","15","36","2","1","2","0","2","5","0.2","0.1","9"
"1965","1","6","36","4","1","1","3","5","5","0.5","0.5","6"
"2000","1","19","35","2","4","4","24","0","0","1","0.6","0"
"1971","1","17","27","2","2","4","0.5","3.5","3","0.8","1","10"
"1970","1","14","27","7","1","1","0.5","3","4.5","0.8","1","9"
"1988","2","9","32","2","3","1","0","1","5","0.6","0.9","10"
"1992","1","13","28","5","3","1","6","1","2","0.3","0.1","8"
"1989","1","17","22","2","1","1","0.5","3","3","0.6","0.9","9"
"1983","2","14","25","1","3","1","0","4","5","0.7","0.5","8"
"1972","1","11","36","6","5","3","4","4","4","0.5","0.2","8"
"1982","2","10","28","1","1","2","6","1","2","0.3","0.2","8"
"1999","1","11","35","2","5","5","12","3","4","0.4","0.7","2"
"1991","2","13","32","7","1","1","2","4","6","0.3","0.05","6"
"1989","1","14","32","7","3","3","0.5","0.5","3","0.6","0.6","12"
"1987","1","5","22","5","4","2","0","4","7","1","0.9","6"
"1975","1","6","23","1","1","1","7","1","2","0.3","0.1","8"
"1993","1","8","27","1","1","3","4","4","4","0.4","0.3","4"
"1985","2","6","29","1","1","4","1","3","7","0.1","0","8"
"1984","2","8","23","1","1","2","3","2","3","0.3","0.2","8"
"1969","2","14","32","6","4","4","1","4","3","0.5","0.5","8"
"1998","1","1","7","5","4","3","6","6","4","0.5","0.2","6"
"1991","1","18","25","7","5","5","0.2","2","5.8","0.05","0.05","4"
"1983","1","8","28","1","2","1","7","1","2","0.3","0.1","8"
"1998","2","13","33","4","3","1","1","3","2","0.5","0.5","8"
"1960","2","19","24","6","1","2","0.5","3","3.5","0.2","0.5","9"
"1970","2","14","25","2","1","1","0.5","2","4.5","0.9","0.9","9"
"1995","1","5","17","5","1","1","0","2","4","0.5","0.5","10"
"1975","1","3","22","1","2","1","1","3","5","0.3","0.2","5"
"1969","2","5","22","5","3","1","5","3","3","0.1","0.2","8"
"1972","1","7","2","5","3","1","5","5","5","0.5","0.2","5"
"1959","2","15","11","1","1","1","2","2","5","0.5","0.8","7"
"1977","1","10","22","2","1","1","0","2","7","0.2","0.9","7"
"1979","2","14","25","2","3","3","0.5","2","3","0.9","1","10.5"
"1993","2","9","22","2","3","3","0.5","2.5","2","0.8","0.9","10"
"1990","2","12","4","1","1","2","0","2","4","0.5","0.5","10"
"1987","2","12","5","1","2","2","0","5","3","0.2","0.2","8"
"1978","2","8","27","7","3","2","1","2","5","1","1","8"
"1970","2","2","2","5","2","2","1","5","3","1","1","7"
"1980","2","5","10","1","4","2","2","8","2","0.2","0.2","10"
"1965","2","6","2","1","5","5","1","3","4","1","1","8"
"1987","2","8","31","1","2","2","0","3","2","1","1","9"
"1977","2","4","26","1","4","1","0","4","4","1","1","9"
"1981","1","10","22","1","2","4","2","2","4","0.3","0.2","8"
"1961","2","17","24","2","4","4","0","3","6","1","1","4"
"1995","2","15","29","4","1","1","0.5","1.5","5","1","0.9","8"
"1981","1","15","7","1","1","1","1","4","3","0.6","0.4","9"
"1957","1","14","27","1","3","1","0","3","6","0.8","0.5","7"
"1986","2","16","29","2","2","2","1","5","5","0.4","0.1","7"
"1991","2","14","27","1","2","2","0","2","2","0.9","0.8","12"
"1993","2","19","5","2","1","1","2","2","2","0.2","0.5","10"
"1997","2","7","10","1","1","2","4","2","4","0.4","0.3","8"
"1976","2","13","7","2","2","2","0","4","4","1","1","6"
"1993","2","13","26","2","3","1","0","4","7","0.1","0.3","6"
"1999","2","15","1","1","1","2","0.3","3.7","5","1","1","8"
"1980","1","17","22","4","4","2","2","4","8","0.7","0.7","2"
"1998","2","2","34","6","5","5","0","3","5","0.9","0.9","8"
"1990","1","2","5","1","2","1","1","7","0","1","0.8","7"
"1988","2","9","9","1","5","5","0.5","2.5","5","0.6","0.6","8"
"1979","1","14","39","1","3","1","0","4","2","0.8","1","10"
"1984","2","4","2","3","3","5","10","5","5","0.1","0.2","4"
"1992","2","5","6","1","5","5","0","2","6","0","0.8","9"
"1997","2","17","42","6","1","1","0.5","4","3.5","0.2","0.4","8"
"1979","2","6","29","7","5","5","3","4","0","0.2","1","6"
"2000","2","14","6","6","5","5","0","3","7","0.5","1","6"
"1972","2","10","27","1","2","2","0","3","5","1","1","7"
"1996","1","14","31","2","2","3","2","2","3","0.3","0.3","9"
"1984","2","14","27","3","2","2","1","4","3","0.8","0.8","9"
"1977","2","4","26","1","1","1","0","4","3","1","1","9"
"1957","2","8","1","7","2","2","0","1","3","1","1","8"
"1963","2","14","30","2","3","3","0.5","1","5.5","1","1","9"
"1980","2","8","27","1","1","1","4","2","4","0.5","0.5","8"
"1961","2","5","4","2","4","4","1","3","5","1","1","7"
"1970","2","2","1","5","2","2","2","5","3","1","1","7"
"1983","2","18","6","5","3","3","1","4","3","0.05","0.05","9"
"1965","2","8","2","7","1","2","0","4","4","0.6","0.7","8"
"2000","2","12","18","2","4","4","2","5","0","0.5","0.5","10"
"1990","1","17","33","7","4","4","1","2","5","0.5","0.5","8"
"1960","2","13","1","2","3","3","0","5","5","1","1","7"
"1980","2","13","24","2","4","4","0.5","3.5","3.5","1","1","7.5"
"1990","2","19","6","4","4","4","0","1.5","5","1","1","7.5"
"1984","2","8","6","1","3","4","0","4","5","0.9","0.9","9"
"1992","1","1","40","5","3","2","10","2","4","0.4","0.6","6"
"1977","2","18","1","1","5","5","0","4","4","0.5","0.7","8"
"1985","2","11","22","2","2","2","0","3","6","0.4","0.4","8"
"1967","1","9","28","7","1","2","0.2","0.2","13.6","1","0.5","2"
"1970","1","13","26","7","4","1","0","0","7","1","1","10"
"1984","2","9","30","1","1","2","1.5","6","1.5","0.5","0.5","8"
"1957","2","8","2","7","1","1","0","2","2","1","1","18"
"1970","2","17","35","1","4","4","0","3","8","1","1","5"
"1993","2","19","22","2","1","1","4","0","10","0.2","0.2","10"
"1994","2","18","1","5","5","5","0","2","6","1","1","8"
"1974","2","19","7","1","1","1","0","4","4","0.8","1","10"
"1959","2","14","27","1","3","2","1","4","5","1","1","7"
"2000","1","12","39","5","1","1","5","5","5","0.5","0.5","4"
"1962","2","6","29","5","5","5","1","2","3","0.05","0.9","8"
"1957","2","8","2","7","2","2","0","2","1","1","1","8"
"1974","2","6","29","1","3","3","6","2","2","0.3","0.1","9"
"1972","2","11","5","1","1","2","1","3","3","0.6","0.5","10"
"1981","1","17","40","1","2","1","5","5","5","0.3","0.4","1"
"1995","2","17","1","6","3","1","0","3","6","1","1","7"
"1996","2","13","2","2","2","4","1","2","5","0.6","0.7","7"
"1972","2","10","31","1","4","4","0","4","5","1","1","8"
"1995","2","9","41","5","3","1","0","2","6","0.2","0.5","8"
"1991","2","5","25","7","5","5","1","1","4","0.2","0.5","10"
"1994","2","8","25","7","1","1","2","2","4","0.1","0.1","2"
"1980","2","8","31","1","3","3","0","4","4","0.5","0.5","8"
"1982","1","7","27","1","1","3","0","2.5","5","1","0.9","8.5"
"1968","2","7","2","7","3","5","1","5","1.5","0.05","0.05","8.5"
"1981","2","10","28","1","2","2","1","2","3","1","1","10"
"1978","2","6","29","1","3","1","2","10","4","0.2","0.8","4"
"1967","2","6","29","1","2","2","0","2","11","0.8","1","3"
"1994","2","2","1","5","5","5","0","2","5","1","1","8"
"1982","1","17","32","1","2","2","4","4","4","0.6","0.6","4"
"1971","2","17","34","5","5","5","1","2","3","1","1","10"
"1975","1","12","27","3","5","5","0","6","3","0.2","0.8","7"
"1984","2","9","22","2","5","3","1","3","4","0.1","0.5","8"
"1985","2","2","1","4","4","5","0","0","8","1","1","8"
"1995","2","8","38","1","3","1","0.25","3.7","7","0.6","0.8","7"
"1999","2","10","39","7","1","1","2","2","3","0.5","0.3","8"
"1985","2","2","1","7","4","5","0","0","8","1","1","8"
"1973","2","11","1","1","4","4","0.5","4","4","0","1","6"
"1962","1","8","27","1","1","2","1","2","5","0.9","0.7","8"
"1960","2","6","29","7","5","5","1","7","2","0.1","0.9","6"
"1963","2","6","1","6","3","1","0","4","6","0.5","1","6"
"1990","1","14","25","5","1","2","6","6","3","0.3","0.3","4"
"2002","2","17","27","1","2","2","0.5","3","4.5","0.2","0.05","8"
"1961","2","9","9","6","3","2","2.5","2.5","3","0.3","0.1","8"
"1989","1","15","32","1","3","2","1","5","4","0.8","0.8","8"
"1981","2","5","5","2","3","3","2","4","5","0.5","0.2","8"
"1979","1","14","31","1","1","1","0","4","2","0.8","0.8","10"
"1984","2","9","25","1","5","5","1","4","4","0.05","0.5","8"
"1957","1","14","28","2","1","2","0","4","4","1","1","8"
"1996","1","9","30","1","5","5","2","5","6","0.1","0.6","5"
"1990","1","7","28","1","4","1","2","1","4","0.4","0.4","9"
"1978","1","17","30","2","4","4","0","3","4","0.4","0.5","8"
"1957","2","14","7","1","4","4","0","2","6","0.2","0.5","8"
"1970","2","6","6","5","5","5","0.5","3","4","1","1","8.5"
"1992","1","14","39","2","1","1","1","3","2","1","1","10"
"1958","1","6","29","2","2","1","0","8","1","1","0.9","10"
"1984","1","6","29","2","1","1","0.5","3","6.5","0.5","0.2","7"
"1958","1","14","22","2","2","2","0","3.5","3.5","1","0.8","9"
"1988","1","12","28","2","3","3","0.5","3","3.5","0.1","0.2","9"
"1999","1","14","22","2","3","3","6","8","3","0.3","0.1","5"
"1987","1","16","34","1","2","2","2","2","5","0.9","0.9","7"
"1978","2","8","27","7","5","2","1","2","5","1","1","8"
"1959","1","18","2","7","2","2","0","2","6","0.9","0.9","9"
"1983","1","13","32","1","3","3","0","2","6","0.9","1","8"
"1986","2","14","27","1","5","1","0.5","4","3.5","0.5","0.5","8"
"1970","2","10","6","6","2","2","1","3","4","0.05","1","10"
"1980","1","9","30","1","3","3","1","2","7","0.05","1","5"
"1989","2","14","27","3","2","2","0","2","6","1","1","8"
"1980","1","5","25","2","1","2","0","0","7","0.5","0.5","10"
"1971","2","9","6","1","1","1","0.5","3","4","0.9","0.9","8.5"
"1977","2","8","1","1","2","2","0","2","6","0.1","0.5","8"
"1988","1","8","22","1","2","2","1","2","4","0.3","0.5","9"
"1964","1","8","22","1","3","3","0","2","3","0.8","0.8","10"
"1980","1","18","1","2","5","5","0","1","7","0.6","1","8"
"1970","1","14","39","7","3","1","0.5","1","5.5","0","0","7"
"1988","2","10","28","7","1","2","1","2","5","1","1","8"
"1986","2","6","8","1","1","2","0.5","2","4","0.5","0.5","8.5"
"1984","2","9","30","1","1","1","2","3","3","0.05","0.05","8"
"1998","1","8","27","2","3","3","0","1","6.5","0.9","1","8"
"1967","1","6","29","7","5","5","2","4.5","4.5","0","0.3","5"
"1983","1","6","29","2","2","2","0","4","4","0.2","0.2","8"
"1961","2","15","27","2","2","4","0.5","4","4","1","1","8"
"1957","1","6","29","2","5","5","4","1","4","0","0","8"
"1973","2","10","31","2","1","1","0","2","4","0.7","1","10"
"1995","2","9","42","5","2","2","0","2","5","0.2","0.5","8"
"1997","2","8","2","2","5","3","1","4","4","1","1","8"
"1962","1","11","37","2","5","5","16","2","2","0","0","3"
"1980","2","13","3","5","2","2","0.1","3","4.9","0.2","0.2","10"
"1965","1","10","25","2","4","2","0.5","2","4.5","0.9","0.5","11"
"1977","2","8","34","4","2","1","0","5","3.5","1","1","7.5"
"1965","1","10","25","2","5","5","0","1","5","0.05","0.4","10"
"1995","1","14","27","3","1","2","0","4.25","4.25","0.9","0.6","7.5"
"1963","1","10","31","7","2","4","0","1","5","1","1","10"
"1986","2","9","25","2","5","5","0.5","3","4","0.05","1","8.5"
"1989","1","6","29","7","1","3","1","4","3","0.2","0.2","11"
"1991","2","6","29","1","5","5","0.5","4","3","0","0.2","8"
"1994","2","11","31","2","2","2","1","4","3","0.3","0","8"
"1972","1","1","22","1","2","2","1","1","5","1","1","9"
"1988","2","4","26","2","2","2","0.5","2","6","1","1","7.5"
"1973","2","13","24","7","1","2","0.5","1","6.5","0.3","0","9"
"1999","1","8","35","2","1","1","3","3","5","0.4","0.4","7"
"1977","2","8","1","1","2","4","0","3","5.5","1","1","7.5"
"1990","2","15","1","3","5","5","0","0","7.5","0.8","1","8"
"2002","2","9","3","4","5","5","0","10","3","0.1","0.05","8"
"1974","2","6","29","1","1","1","0","5","4","0.6","0.6","7"
"1991","1","10","31","6","5","5","1","4","3","1","1","8"
"1982","2","10","25","2","5","5","0","2","4","0.3","0.5","10"
"1962","2","2","6","2","3","1","0","2","7","0.7","1","7"
"1985","1","14","31","1","4","2","0","2","6","0.9","0.5","8"
"1974","2","5","22","2","3","3","1","4","4","0","1","9"
"1968","2","6","29","2","5","5","0","3","6","0.1","0.8","8"
"1988","2","14","29","2","1","2","0.5","2","3","0","0.05","11"
"1999","2","15","24","7","2","2","0","5","5","0.2","0.2","9"
"1993","1","9","30","3","1","2","2","1","2","1","1","12"
"1995","1","10","38","4","1","1","1","3","4","0","1","2"
"1996","1","2","27","7","1","2","0.5","0","7.5","0.6","0.4","8"
"1960","2","6","29","7","5","5","0","2","4","0.05","1","8"
"1980","2","15","25","1","1","1","0","5","4","0.5","0.5","7"
"1983","2","17","22","2","1","1","1","4","3","0.5","0.5","8"
"1985","1","19","4","2","3","3","0","4","4","0.4","0.6","8"
"1982","2","9","30","3","1","1","0.5","3","5.5","0.5","0.5","7"
"1988","1","19","37","2","4","4","5","3","3","0.3","0.6","10"
"1968","2","1","27","2","2","2","0.5","3","4.5","0.5","0.6","8"
"1962","2","6","7","7","1","1","2","6","1","0.05","0.5","8"
"1960","2","6","29","7","5","5","1","5","3","0.05","1","8"
"2001","2","8","28","7","1","1","1","2","3","0.2","0.1","10"
"1974","2","2","7","5","3","3","0","4","5","0.9","1","7"
"1968","1","13","33","2","1","2","1","3","5","0.7","0.5","7"
"2000","1","14","28","1","1","2","2","2","2","0.9","0.7","6"
"1957","2","5","22","7","5","5","3","4","1","0.05","0.5","8"
"1987","1","8","25","1","2","2","0","3","6","1","0.8","8"
"1972","2","9","9","1","5","5","4","2","7","0.1","0.1","4"
"1960","2","2","2","2","1","2","0","4","4","1","1","8"
"1988","1","9","30","1","2","2","4","3","4","0.2","0.2","6"
"1957","2","13","30","4","1","1","0.25","4","3.7","0","0.2","7"
"1964","2","6","29","2","3","3","0","4","4","0.5","0.5","8"
"1960","1","6","29","7","3","3","3","2","4","0.05","0.5","6"
"1992","1","19","37","6","5","3","5","6","2","0.5","0.4","5"
"1964","1","8","31","2","2","4","0","1","7.5","1","1","7.5"
"1969","1","10","3","2","1","2","0","1","8","0.3","0.5","8"
"1968","1","13","2","1","5","5","0","2","6","0","1","8"
"1964","2","2","27","2","1","1","0.5","2","4","1","1","9.5"
"1972","1","13","26","1","1","1","0","2","4","0.5","0.5","10"
"1957","1","18","20","7","5","3","1","2","5","0.2","0.8","8"
"1969","1","6","29","2","3","5","0","2","2","1","1","10"
"1964","2","9","24","2","3","3","0","6","3","0.7","0.5","8"
"1957","1","4","1","2","4","5","0.5","4","4","1","1","7.5"
"1962","1","3","41","7","1","2","2.5","1","6.5","0.7","0.7","7"
"1987","1","2","8","7","1","1","1","3","4","1","1","8"
"1970","2","16","6","2","1","1","0","4","6","0.2","1","6"
"1973","1","8","25","2","3","3","0","1","6","1","1","9"
"1987","2","4","26","2","3","2","0.5","2","4.5","0.4","0.8","9"
"1995","2","17","1","3","3","1","0.75","3","4.7","1","1","7.5"
"1984","2","9","22","1","3","3","1","4","4","0.05","0.5","6"
"1968","1","19","35","2","2","2","0","3","5","0.2","0.4","8"
"1990","2","11","29","1","2","2","0","3","5","0.6","0.3","6"
"1990","1","11","27","2","1","3","0","10","4","0.5","0.5","10"
"1986","1","19","27","1","2","3","2","7","6","0.6","0.3","8"
"1988","2","18","27","2","1","1","0","1","6.5","1","1","8.5"
"1985","3","5","27","2","1","1","0","4","6","0.05","0.05","8"
"1992","2","17","2","7","5","5","0","3","5","0.05","1","7"
"1984","2","14","27","3","2","2","0","4","4","0.8","0.8","9"
"1977","2","2","6","1","4","4","0.5","3","5","1","1","7.5"
"1989","1","1","31","7","2","2","0","2","5","0.5","0.5","10"
"1985","1","14","39","7","5","3","0.5","2","4.5","1","1","9"
"1983","2","6","27","7","3","3","0","3","7","1","1","8"
"1984","2","9","24","1","2","2","3","3","4","0.05","0.5","6"
